fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2017-03-03,9585,LA MOLINA,GIRONA,1703,"3,8","12,0","0,2",02:40,"7,3",09:40,13,"4,7","14,7",17:00,"5,0","829,0",00,"811,1",24
2017-03-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,6","16,1","-6,0",22:40,"2,7",00:10,18,"6,9","21,4",12:50,"0,0","808,1",00,"794,5",19
2017-03-03,2630X,PUERTO DE SAN ISIDRO,LEON,1510,"-0,6","6,0","-5,6",23:59,"4,3",00:20,17,"6,7","24,7",05:40,"0,0","844,0",00,"830,4",16
2017-03-03,B278,"PALMA DE MALLORCA, AEROPUERTO",ILLES BALEARS,8,"14,4","1,8","9,6",00:05,"19,3",13:13,25,"2,8","24,7",23:05,"5,7","1018,4",00,"1000,8",23
2017-03-03,3298X,SAN PABLO DE LOS MONTES,TOLEDO,917,"4,8","7,1","0,4",23:59,"9,2",00:50,17,"5,0","16,9",08:40,,,,,
2017-03-03,4244X,HERRERA DEL DUQUE,BADAJOZ,447,"8,0","12,2","4,0",19:40,"11,9",12:20,28,"6,1","18,6",21:20,"0,0","961,9",00,"952,3",13
2017-03-03,2539,VALLADOLID AEROPUERTO,VALLADOLID,846,"5,6","2,5","0,3",23:20,"11,0",11:30,24,"6,9","18,6",12:40,"1,6","915,6",00,"903,3",14
2017-03-03,7178I,MURCIA,MURCIA,61,"14,2","0,6","9,6",02:50,"18,9",14:10,25,"2,5","15,0",18:20,"5,3","1010,1",00,"995,1",17
2017-03-03,B434X,PORTOCOLOM  ,ILLES BALEARS,17,"12,6","2,6","8,8",05:50,"16,5",12:10,26,"2,2","21,9",23:50,"4,0","1016,1",00,"999,5",21
2017-03-03,2444,ÁVILA,AVILA,1130,"4,5","4,2","-0,2",23:20,"9,2",01:50,19,"4,4","17,2",07:40,"0,1","885,1",00,"873,3",14
2017-03-03,6302A,ABLA,ALMERIA,885,"12,0","1,9","4,1",21:40,"19,9",14:00,33,"2,2","16,1",15:00,,"907,9",00,"892,7",19
2017-03-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690,"7,6","4,1","3,1",Varias,"12,2",10:50,24,"4,2","18,6",15:30,"2,7","934,7",00,"921,7",15
2017-03-03,2030,SORIA,SORIA,1082,"6,8","2,8","1,2",Varias,"12,3",12:20,99,"4,7","15,3",Varias,"3,0","891,0",00,"876,4",18
2017-03-03,4560Y,ALAJAR,HUELVA,572,"6,8","23,2","3,8",18:40,"9,7",,28,"3,6","16,7",16:00,,"947,7",00,"941,1",14
2017-03-03,1050J,ELGOIBAR,GIPUZKOA,120,"12,8","10,9","6,4",23:59,"19,3",13:20,25,"1,7","13,6",13:40,,"996,1",00,"982,3",16
2017-03-03,0149X,MANRESA,BARCELONA,291,"7,8","21,2","2,5",07:00,"13,0",15:00,15,"1,1","11,7",23:50,"0,5","983,3",00,"960,9",24
2017-03-03,8309X,UTIEL,VALENCIA,758,"9,0","12,6","2,1",06:50,"15,8",11:50,27,"3,9","18,6",23:59,"7,4","929,5",00,"913,7",17
2017-03-03,1393,CABO VILAN,A CORUÑA,50,"9,2","10,0","6,5",10:30,"11,8",00:30,20,"8,3","20,8",00:20,,,,,
2017-03-03,1495,VIGO AEROPUERTO,PONTEVEDRA,261,"7,2","26,5","3,9",23:02,"10,4",00:00,23,"3,1","14,4",04:00,,"979,7",00,"971,7",09
2017-03-03,1249X,OVIEDO,ASTURIAS,336,"8,0","4,2","5,1",23:30,"10,8",00:50,31,"4,2","13,9",17:50,"0,0","968,9",00,"958,3",13
2017-03-03,5582A,LOJA,GRANADA,594,"9,9","6,4","4,5",17:20,"15,3",13:40,26,"2,8","18,9",14:40,,"946,7",00,"937,2",16
2017-03-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","0,9","9,1",02:50,"16,4",14:00,27,"4,2","16,4",14:40,"5,0","1016,4",00,"1007,6",15
2017-03-03,C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,"18,7","0,0","15,5",23:54,"21,9",15:30,99,"8,6","16,4",17:23,"4,1","1018,8",Varias,"1012,8",00
2017-03-03,3576X,VALENCIA DE ALCÁNTARA,CACERES,445,"6,0","8,8","3,0",16:00,"9,0",05:00,26,"5,3","19,2",14:20,,"960,8",00,"952,5",09
2017-03-03,2870,SALAMANCA,SALAMANCA,775,"6,4","3,9","1,8",23:50,"11,0",10:30,22,"3,1","14,7",11:40,,"924,2",00,"913,6",14
2017-03-03,9201K,JACA,HUESCA,823,"8,1","20,8","1,5",23:59,"14,7",11:40,15,"3,9","17,5",16:50,,,,,
2017-03-03,1351,ESTACA DE BARES,A CORUÑA,80,,"9,4",,,,,28,"16,4","24,2",17:00,"0,0","995,8",00,"986,5",14
2017-03-03,3266A,PUERTO ALTO DEL LEÓN,MADRID,1532,"0,0",,"-4,1",23:59,"4,1",01:10,27,"7,8","23,3",18:50,,"844,1",00,"830,0",19
2017-03-03,1631E,A POBRA DE TRIVES,OURENSE,840,"4,0","10,0","0,0",23:40,"8,1",01:00,14,"1,9","12,2",04:30,"0,0","913,9",00,"904,2",13
2017-03-03,7012C,CARTAGENA,MURCIA,17,"12,6","0,0","8,5",06:20,"16,6",14:40,25,"2,2","22,8",18:40,,,,,
2017-03-03,1057B,MACHICHACO,BIZKAIA,93,,"29,9",,,,,30,"5,3","22,8",21:40,,,,,
2017-03-03,C229J,PÁJARA,LAS PALMAS,15,"17,6","0,0","14,6",23:59,"20,5",13:20,99,"1,7","23,1",Varias,,"1020,9",12,"1013,9",04
2017-03-03,3338,ROBLEDO DE CHAVELA,MADRID,790,"5,3","8,6","1,9",23:59,"8,7",14:00,88,"2,5","11,1",15:30,,"930,2",00,"918,1",14
2017-03-03,2374X,CARRIÓN DE LOS CONDES,PALENCIA,830,"5,8","1,2","-0,3",23:59,"11,8",12:20,21,"3,1","15,8",13:20,"0,8","917,9",00,"904,5",15
2017-03-03,6332X,CARBONERAS,ALMERIA,16,"13,7","0,2","10,1",07:00,"17,3",12:50,,,,,"7,1","1012,8",00,"999,5",17
2017-03-03,1484C,PONTEVEDRA,PONTEVEDRA,108,"8,0","18,6","4,2",23:30,"11,9",00:00,25,"1,9","11,1",15:30,"1,2","995,0",00,"987,4",09
2017-03-03,0252D,ARENYS DE MAR,BARCELONA,74,"12,8","14,0","9,3",03:40,"16,4",13:50,99,"0,8","5,6",Varias,,,,,
2017-03-03,5911A,GRAZALEMA,CADIZ,913,"6,2","43,6","1,9",13:50,"10,5",01:00,24,"2,5","13,3",16:30,,"910,5",00,"904,4",13
2017-03-03,1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,370,"6,6","14,6","3,1",21:59,"10,0",00:00,29,"4,4","17,5",13:16,"0,3","965,5",00,"958,1",09
2017-03-03,0201D,BARCELONA,BARCELONA,6,"15,8","10,2","14,5",05:40,"17,1",11:50,08,"4,4","12,2",22:10,,,,,
2017-03-03,9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513,"10,9","1,9","4,8",23:59,"17,0",12:50,16,"4,4","16,9",Varias,"2,4","953,0",00,"937,7",17
2017-03-03,3365A,TALAVERA DE LA REINA,TOLEDO,372,"8,3","4,4","3,9",23:50,"12,7",12:50,,,,,,"970,8",00,"959,5",13
2017-03-03,5298X,ANDÚJAR,JAEN,202,"7,8","14,3","2,7",05:50,"12,8",12:40,26,"3,6","15,8",15:10,,"990,7",00,"981,1",15
2017-03-03,6000A,MELILLA,MELILLA,52,"14,7","0,0","11,7",04:30,"17,7",11:20,28,"5,6","18,9",13:20,"5,8","1010,2",00,"1001,5",13
2017-03-03,5973,CÁDIZ,CADIZ,2,"13,6","11,8","11,3",19:00,"16,0",09:00,28,"4,7","19,2",16:00,,"1016,1",21,"1010,4",Varias
2017-03-03,2916A,VITIGUDINO,SALAMANCA,769,"4,0","11,0","0,2",23:59,"7,7",00:10,26,"4,4","16,1",10:00,"0,2","923,3",00,"913,6",13
2017-03-03,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1860,"-0,5","18,4","-5,1",23:59,"4,1",00:30,20,"7,8","32,2",06:30,"0,0","816,7",00,"802,8",15
2017-03-03,9771C,LLEIDA,LLEIDA,185,"11,8","26,2","5,7",05:50,"17,9",11:40,27,"4,2","12,8",22:22,"6,8","993,1",00,"971,4",24
2017-03-03,9390,DAROCA,ZARAGOZA,779,"10,8","6,1","2,8",20:21,"18,8",13:03,24,"2,5","12,8",16:10,"3,3","926,0",00,"910,8",Varias
2017-03-03,2614,ZAMORA,ZAMORA,656,"6,7","2,8","2,5",23:50,"10,9",10:10,21,"2,2","10,8",11:10,"0,6","936,1",00,"924,9",11
2017-03-03,1208H,"GIJÓN, PUERTO",ASTURIAS,5,"10,6","4,8","8,4",20:50,"12,9",08:40,,,,,"0,0","1007,3",00,"997,9",13
2017-03-03,1037Y,ZUMARRAGA,GIPUZKOA,420,"9,2","10,1","3,4",22:00,"15,0",12:40,10,"4,4","19,7",10:20,,"960,8",00,"946,7",17
2017-03-03,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381,"7,2","14,6","4,1",21:00,"10,2",09:20,28,,"28,3",77:10,"1,9","970,0",00,"963,1",16
2017-03-03,8523X,VINARÒS,CASTELLON,111,"12,2","6,5","7,9",22:40,"16,6",11:10,28,"3,1","16,1",22:20,,,,,
2017-03-03,9001D,REINOSA,CANTABRIA,870,"5,4","0,0","1,0",23:30,"9,8",13:10,20,"5,8","20,8",08:30,,"909,9",00,"897,1",15
2017-03-03,8096,CUENCA,CUENCA,948,"9,2","13,4","1,8",22:30,"16,6",12:30,22,"4,4","12,2",16:00,"5,3","907,9",00,"893,4",18
2017-03-03,6325O,ALMERÍA AEROPUERTO,ALMERIA,21,"13,4","0,0","7,7",05:43,"19,2",11:19,25,"6,1","24,2",16:45,"6,5","1014,4",00,"1002,5",16
2017-03-03,1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530,"-0,6","1,8","-4,1",23:50,"3,0",02:50,15,"4,4","17,8",05:10,"0,0","840,0",00,"828,7",14
2017-03-03,1111X,SANTANDER,CANTABRIA,52,"13,2","13,2","8,1",18:50,"18,4",11:20,28,"6,9","20,0",21:50,"2,4","1001,6",00,"990,4",11
2017-03-03,4642E,"HUELVA, RONDA ESTE",HUELVA,19,"11,8","18,8","9,1",19:00,"14,4",16:05,29,"3,6","21,7",16:54,"3,1","1013,0",23,"1006,8",11
2017-03-03,2422,VALLADOLID,VALLADOLID,735,"6,6","1,6","1,7",23:30,"11,5",11:40,24,"4,2","15,3",12:50,"1,6","928,0",00,"915,8",13
2017-03-03,C139E,LA PALMA AEROPUERTO,STA. CRUZ DE TENERIFE,33,"18,5","0,0","15,8",23:47,"21,2",13:29,01,"10,6","21,7",00:16,"8,2","1019,6",Varias,"1013,6",00
2017-03-03,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,"10,2","2,7","4,0",23:36,"16,4",12:30,16,"4,4","16,9",Varias,"3,1","952,5",00,"937,4",16
2017-03-03,4549Y,AYAMONTE,HUELVA,2,"12,3","16,4","8,5",00:40,"16,1",15:00,27,"3,6","14,7",09:50,,"1014,2",23,"1008,1",10
2017-03-03,3130C,SIGÜENZA,GUADALAJARA,1005,,"10,6",,,,,,,,,"2,8",,,,
2017-03-03,2737E,LAGUNAS DE SOMOZA,LEON,1020,"1,6","0,6","-2,3",22:40,"5,4",02:00,36,"4,4","14,7",15:20,,"895,8",00,"883,8",13
2017-03-03,1210X,CABO PEÑAS,ASTURIAS,100,"10,0","0,1","7,1",23:20,"13,0",00:20,26,"4,4","21,4",16:40,,,,,
2017-03-03,B954,"IBIZA, AEROPUERTO",ILLES BALEARS,6,"13,2","0,9","10,0",00:06,"16,4",11:16,26,"3,3","20,6",21:32,"2,9","1016,0",00,"999,7",20
2017-03-03,C439J,GÜÍMAR,STA. CRUZ DE TENERIFE,115,"18,4","0,0","13,3",06:30,"23,5",15:00,05,"7,2","17,2",11:00,,"1008,1",23,"1002,6",04
2017-03-03,3469A,CÁCERES,CACERES,394,"8,4","10,0","3,5",Varias,"13,4",00:00,27,"4,7","17,5",17:05,"0,4","967,4",00,"959,5",Varias
2017-03-03,8050X,JÁVEA/ XÀBIA,ALICANTE,15,"12,6","1,4","8,1",01:30,"17,1",11:20,26,"4,2","15,6",20:10,"7,7","1016,2",00,"999,8",18
2017-03-03,6001,TARIFA,CADIZ,32,"14,9","5,7","12,1",13:40,"17,7",12:10,26,"8,3","21,4",15:30,,,,,
2017-03-03,9263D,PAMPLONA AEROPUERTO,NAVARRA,459,"10,8","37,2","3,9",23:12,"17,7",13:38,19,"8,1","18,9",12:21,"3,2","960,2",00,"945,2",17
2017-03-03,3044X,CAÑIZARES,CUENCA,940,"8,6","8,6","0,0",06:10,"17,2",12:30,,,,,,"907,8",00,"893,1",20
2017-03-03,3195,"MADRID, RETIRO",MADRID,667,"8,0","2,1","3,9",23:59,"12,0",11:30,22,"2,2","13,9",15:30,,"937,8",00,"924,9",15
2017-03-03,B893,"MENORCA, AEROPUERTO",ILLES BALEARS,91,"13,2","0,6","8,9",00:32,"17,5",13:14,13,"5,3","14,4",21:50,"9,5","1008,5",00,"992,0",22
2017-03-03,9573X,ALCAÑIZ,TERUEL,334,"10,4","17,1","1,0",06:50,"19,7",12:20,29,"2,8","16,1",23:50,,,,,
2017-03-03,8416,VALENCIA,VALENCIA,11,"11,8","2,7","7,7",,"15,8",,,,,,"1,1",,,,
2017-03-03,7119B,CARAVACA DE LA CRUZ,MURCIA,643,"11,0","2,0","3,0",23:59,"19,1",13:50,29,"4,2","16,4",17:40,"6,7","942,3",00,"927,8",16
2017-03-03,0255B,SANTA SUSANNA,BARCELONA,40,"12,8","9,7","10,8",04:50,"14,8",13:40,24,"1,4","9,2",10:40,,,,,
2017-03-03,5612B,LA RODA DE ANDALUCÍA,SEVILLA,410,"9,4","9,6","4,8",07:00,"14,1",10:40,29,"3,1","22,2",14:10,,"966,9",00,"958,9",14
2017-03-04,4358X,DON BENITO,BADAJOZ,273,"8,2","5,8","4,2",01:00,"12,3",15:30,07,"2,2","8,9",11:10,"2,4","984,9",24,"975,6",09
2017-03-04,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,485,"4,7","3,8","1,0",10:30,"8,4",13:40,25,"1,1","13,1",00:50,,,,,
2017-03-04,C447A,TENERIFE NORTE AEROPUERTO,STA. CRUZ DE TENERIFE,632,"12,6","0,8","9,7",05:26,"15,5",13:39,99,"10,0","16,9",Varias,"5,8","951,8",Varias,"948,9",05
2017-03-04,9698U,TALARN,LLEIDA,807,"5,4","0,0","0,8",22:30,"10,1",13:00,27,"6,9","15,6",14:10,"5,1","917,4",24,"897,6",03
2017-03-04,4410X,MÉRIDA,BADAJOZ,228,"8,6","0,1","4,4",00:10,"12,8",13:50,04,"1,9","8,6",11:00,,,,,
2017-03-04,1331A,CASTROPOL,ASTURIAS,40,"9,0","2,4","5,1",07:40,"13,0",13:00,22,"3,6","15,3",23:59,,,,,
2017-03-04,1690A,OURENSE,OURENSE,143,"8,3","0,8","3,2",01:10,"13,4",15:10,28,"1,4","9,2",14:10,"5,7","993,5",22,"987,9",03
2017-03-04,0002I,VANDELLÒS  ,TARRAGONA,32,"10,4","0,0","5,8",01:40,"15,1",13:20,26,"3,3","24,2",00:40,,,,,
2017-03-04,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,CASTELLON,1131,"4,4","0,0","0,2",06:50,"8,5",15:00,,,,,"10,6","883,6",23,"868,9",00
2017-03-04,8025,ALICANTE/ALACANT,ALICANTE,81,"10,6","0,6","7,2",07:10,"13,9",11:00,99,"1,4","11,7",Varias,"3,2","1005,1",24,"997,9",00
2017-03-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,35,"18,7","0,0","15,5",05:00,"21,9",15:40,34,"4,2","14,7",12:10,"8,9","1019,3",10,"1016,4",Varias
2017-03-04,9784P,BIELSA,HUESCA,990,"2,6","2,8","-2,0",22:50,"7,1",15:00,30,"1,7","15,3",01:40,,"897,5",24,"881,0",03
2017-03-04,2331,BURGOS AEROPUERTO,BURGOS,891,"3,5",Ip,"-0,6",05:20,"7,6",13:50,24,"5,6","15,0",11:10,"3,0","908,9",24,"900,3",03
2017-03-04,9434,ZARAGOZA AEROPUERTO,ZARAGOZA,249,"9,8","0,2","5,2",07:10,"14,5",15:20,27,"5,8","16,1",10:40,"9,2","982,1",24,"969,5",01
2017-03-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,"10,0","0,3","6,2",07:45,"13,7",14:20,99,"3,9","20,3",Varias,"7,5","1009,6",Varias,"1000,6",04
2017-03-04,1212E,ASTURIAS AEROPUERTO,ASTURIAS,127,"9,8","0,6","6,2",05:33,"13,5",12:18,27,"6,4","18,1",09:44,"6,4","993,5",Varias,"986,4",03
2017-03-04,9394X,CALATAYUD,ZARAGOZA,600,"7,6","0,0","3,9",23:50,"11,3",16:00,28,"5,3","21,4",05:20,,"944,7",24,"933,3",00
2017-03-04,3094B,TARANCÓN,CUENCA,808,"4,6","0,0","0,9",07:00,"8,3",16:40,27,"2,2","16,4",00:30,"4,0","920,8",24,"911,8",00
2017-03-04,1059X,PUNTA GALEA,BIZKAIA,90,"8,9","1,1","5,9",07:20,"11,9",15:30,30,"4,2","17,2",09:20,,"1000,4",22,"990,8",03
2017-03-04,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,"10,2","1,0","7,0",03:10,"13,5",12:50,34,"2,8","13,9",13:10,"4,6","1005,5",22,"998,2",04
2017-03-04,6367B,HUERCAL OVERA,ALMERIA,300,"10,7","0,1","6,2",07:30,"15,2",13:00,25,"0,8","13,6",01:10,,"980,6",24,"973,0",16
2017-03-04,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,75,"10,8","0,5","7,6",23:59,"14,0",15:00,28,"2,8","13,3",01:29,"1,4","1007,7",24,"1000,5",00
2017-03-04,7002Y,ÁGUILAS,MURCIA,26,"13,1","0,0","10,0",04:20,"16,2",16:50,28,"1,7","17,8",00:30,"0,5","1011,5",24,"1004,1",16
2017-03-04,C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,32,"18,1","0,0","15,0",06:00,"21,2",15:00,35,"7,8","16,4",19:43,,"1017,9",Varias,"1014,9",05
2017-03-04,3191E,COLMENAR VIEJO,MADRID,1004,"2,8","0,1","-1,8",07:15,"7,4",15:15,27,"1,9","15,6",18:30,"7,4","899,2",24,"890,4",00
2017-03-04,0016A,REUS AEROPUERTO,TARRAGONA,71,"11,0",Ip,"6,2",Varias,"15,9",13:41,27,"6,7","21,1",Varias,"8,5","1003,1",Varias,"983,2",01
2017-03-04,8058X,OLIVA,VALENCIA,5,"11,5","0,1","8,6",07:00,"14,4",12:40,27,"3,3","20,0",02:40,,,,,
2017-03-04,0367,GIRONA AEROPUERTO,GIRONA,143,"9,3","0,2","2,7",23:57,"15,9",14:39,19,"3,1","15,0",01:46,"4,0","996,2",Varias,"973,7",03
2017-03-04,7247X,PINOSO ,ALICANTE,575,"5,9","1,2","3,1",23:59,"8,7",09:40,99,"1,7","11,1",Varias,,,,,
2017-03-04,3200,GETAFE,MADRID,620,"5,5",Ip,"2,0",07:00,"9,0",15:30,25,"3,9","15,0",00:40,"5,5","943,0",24,"934,3",01
2017-03-04,4103X,TOMELLOSO,CIUDAD REAL,662,"3,6","7,6","0,9",12:50,"6,4",17:30,27,"1,9","14,2",00:10,"1,6","939,4",23,"931,7",04
2017-03-04,3175,TORREJÓN DE ARDOZ,MADRID,607,"5,2",Ip,"0,5",06:50,"9,9",16:10,25,"2,5","11,9",01:20,"8,2","943,4",23,"934,6",00
2017-03-04,3129,MADRID AEROPUERTO,MADRID,609,"5,0","0,0","0,8",06:54,"9,2",13:48,22,"3,1","18,6",11:31,"5,2","946,7",Varias,"938,1",00
2017-03-04,4067,MADRIDEJOS,TOLEDO,690,"4,2","2,4","1,5",06:00,"6,8",16:50,21,"3,3","14,7",00:50,"1,6","934,8",24,"927,1",00
2017-03-04,C689E,MASPALOMAS,LAS PALMAS,6,"18,2","0,0","14,8",07:50,"21,5",13:50,27,"2,8","7,2",15:50,,,,,
2017-03-04,1014A,SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,4,"10,3","4,5","7,4",12:34,"13,2",11:49,27,"6,4","17,5",12:23,"4,5","1010,2",Varias,"999,3",04
2017-03-04,7031X,SAN JAVIER AEROPUERTO,MURCIA,4,"12,0","3,3","8,1",06:39,"16,0",10:36,26,"1,9","13,3",00:05,"1,0","1014,6",Varias,"1008,8",00
2017-03-04,7209,LORCA,MURCIA,312,"10,2","0,6","7,2",07:20,"13,2",13:20,33,"1,1","13,3",03:50,,,,,
2017-03-04,3519X,PLASENCIA,CACERES,415,"7,4","1,1","2,7",01:40,"12,2",15:50,25,"1,4","7,2",15:30,,,,,
2017-03-04,2755X,BENAVENTE,ZAMORA,715,"5,5","0,0","0,4",07:20,"10,6",13:20,25,"3,1","10,6",17:20,"6,3","929,2",23,"921,8",04
2017-03-04,8175,ALBACETE BASE AÉREA,ALBACETE,702,"2,4","4,5","0,4",23:59,"4,5",09:10,26,"2,8","18,6",01:16,"1,7","934,0",23,"925,2",03
2017-03-04,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626,"6,5","0,4","1,9",20:30,"11,1",14:50,21,"2,8","10,6",14:40,,,,,
2017-03-04,6277B,ADRA,ALMERIA,8,"13,8",,"12,4",14:10,"15,1",22:20,88,"5,3","16,7",01:40,,"1015,0",24,"1010,7",17
2017-03-04,9170,LOGROÑO AEROPUERTO,LA RIOJA,353,"8,6","0,7","4,1",06:30,"13,0",15:28,27,"5,0","13,3",10:30,"8,2","969,3",24,"958,7",02
2017-03-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,"18,0","0,6","16,0",03:20,"19,9",16:00,35,"3,3","10,6",12:00,,"1015,0",12,"1012,2",05
2017-03-04,9111,BELORADO,BURGOS,820,"4,4","0,1","0,2",07:00,"8,5",14:50,25,"3,3","13,9",03:40,,,,,
2017-03-04,7031,SAN JAVIER AEROPUERTO,MURCIA,4,"12,2","3,1","8,1",,"16,4",,,,,,,,,,
2017-03-04,5181D,ARROYO DEL OJANCO,JAEN,580,"5,4","5,5","3,6",00:10,"7,1",17:50,23,"3,1","13,1",03:20,,"940,8",24,"931,7",13
2017-03-04,B691Y,SA POBLA,ILLES BALEARS,40,"11,8","0,0","7,9",23:59,"15,7",12:30,23,"5,8","25,3",03:20,"7,5","1009,1",24,"996,8",02
2017-03-04,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,40,"7,4","0,5","2,9",06:30,"11,9",10:10,31,"2,2","19,2",11:00,,"1004,4",21,"996,0",04
2017-03-04,3260B,TOLEDO,TOLEDO,515,"6,9","0,0","2,2",07:00,"11,6",16:30,99,"1,9","13,6",00:50,"5,1","955,4",24,"947,8",Varias
2017-03-04,1249I,OVIEDO,ASTURIAS,336,"8,4","0,1","5,0",07:10,"11,8",13:40,24,"3,6","13,9",10:03,"6,2","968,2",22,"962,3",03
2017-03-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"4,6","0,0","0,0",07:00,"9,2",15:10,,,,,,,,,
2017-03-04,1283U,CABO BUSTO,ASTURIAS,60,"10,1","0,6","7,0",05:20,"13,2",13:00,26,"8,9","23,6",09:30,"6,7","1000,3",Varias,"993,7",03
2017-03-04,C430E,IZAÑA,STA. CRUZ DE TENERIFE,2371,"5,4","0,0","0,2",00:55,"10,6",14:10,32,"10,3","19,4",08:40,"11,5","771,5",23,"767,0",06
2017-03-04,1083L,CASTRO URDIALES,CANTABRIA,45,"9,6","2,1","6,5",09:20,"12,8",13:40,32,"5,0","17,2",09:00,,,,,
2017-03-04,2117D,ARANDA DE DUERO,BURGOS,790,"4,8","0,0","0,4",05:20,"9,1",15:50,26,"4,2","12,8",03:20,"3,9","922,0",24,"913,6",Varias
2017-03-04,5514,GRANADA BASE AÉREA,GRANADA,687,"9,2","3,2","5,5",Varias,"13,0",15:30,,,,,"0,1","936,0",24,"929,5",Varias
2017-03-04,B248,"SIERRA DE ALFABIA, BUNYOLA",ILLES BALEARS,1030,"3,0","0,0","1,1",06:40,"4,9",11:00,28,"6,7","27,2",05:00,,,,,
2017-03-04,2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",SALAMANCA,1960,"-4,2","2,8","-8,2",03:50,"-0,1",23:40,,,,,"0,0","798,4",24,"789,7",07
2017-03-04,2661B,LEÓN AEROPUERTO,LEON,912,"3,5","0,0","-1,2",06:30,"8,2",14:46,99,"6,1","13,3",Varias,"8,9","906,2",Varias,"898,2",03
2017-03-04,5860E,"MOGUER, EL ARENOSILLO",HUELVA,41,"13,4","6,1","8,4",23:20,"18,3",16:00,22,"6,1","20,3",08:50,,,,,
2017-03-04,2465,SEGOVIA,SEGOVIA,1005,"2,6","0,6","-1,8",07:20,"7,0",16:40,27,"2,5","10,3",01:50,"5,0","899,1",24,"891,1",03
2017-03-04,B228,"PALMA DE MALLORCA, PUERTO",ILLES BALEARS,3,"12,8","0,1","10,6",23:59,"15,0",11:40,24,"3,3","18,3",02:20,"6,1","1011,8",24,"1000,1",00
2017-03-04,B013X,"ESCORCA, LLUC",ILLES BALEARS,490,"8,2","0,0","4,7",23:59,"11,6",12:30,22,"0,8","18,6",03:00,,,,,
2017-03-04,4090Y,SAN CLEMENTE,CUENCA,728,"3,6","3,2","0,7",23:59,"6,6",16:00,,,,,,"931,4",24,"922,5",00
2017-03-04,0324A,RIPOLL,GIRONA,675,"5,4","0,3","0,1",23:59,"10,6",14:00,,,,,,,,,
2017-03-04,5995B,VEJER DE LA FRONTERA,CADIZ,186,"12,0","11,1","9,8",01:10,"14,2",15:20,22,"8,9","20,3",12:40,,,,,
2017-03-04,1473A,PADRÓN,A CORUÑA,100,"8,0","7,8","2,7",07:40,"13,4",14:40,27,"3,1","11,1",16:00,,,,,
2017-03-04,2811A,NAVARREDONDA DE GREDOS,AVILA,1525,"-1,2","1,1","-7,1",07:00,"4,8",13:40,17,"0,8","6,9",02:40,,,,,
2017-03-04,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,"8,0","2,4","5,1",13:05,"10,8",11:50,34,"8,1","20,3",12:10,,"979,7",24,"970,1",Varias
2017-03-04,9619,LA SEU D'URGELL,LLEIDA,677,"5,6","0,0","0,0",23:59,"11,1",13:00,,,,,,,,,
2017-03-04,1111,SANTANDER,CANTABRIA,52,"9,0","0,6","5,9",08:20,"12,1",13:30,31,"5,3","23,9",08:23,"6,0","1002,3",22,"994,1",05
2017-03-04,2503X,OLMEDO,VALLADOLID,740,"5,6","0,0","0,3",06:00,"10,8",15:30,28,"2,5","8,9",02:10,,"922,7",24,"915,3",00
2017-03-04,1082,BILBAO AEROPUERTO,BIZKAIA,42,"8,8","0,8","4,7",04:11,"12,9",14:05,32,"3,3","18,1",14:30,"4,8","1006,1",Varias,"996,3",03
2017-03-04,B569X,CAPDEPERA,ILLES BALEARS,66,"12,8",,"9,4",23:59,"16,2",12:20,88,"9,4","22,8",00:10,,,,,
2017-03-04,7145D,CIEZA,MURCIA,265,"7,0","0,1","2,6",04:00,"11,3",15:00,29,"2,2","12,5",01:50,,,,,
2017-03-04,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,,"22,0",,,,,,,,,"0,0",,,,
